pdf_id`pdf_url`dl_status`scrape_status`num_pages`num_pages_scraped`is_fillable`text
18857`https://www.cityofchicago.org/dam/city/depts/zlup/Sustainable_Development/Publications/Logan_Square_Open_Space_Plan/Logan_contents_thru_guiding_goals.pdf`Success`Success`12`10`Not a fillable PDF.`Ta b l e   o f   C o n t e n t s  Mayor’s Letter . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1  History of the Logan Square  Community Area . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3  Previous Open Space   Planning for Logan Square . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 5  Existing Open Space  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7  Guiding Goals and  Planning Process . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 9  Key Recommendations . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13  Appendix I . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 40  Appendix II . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 41  Appendix III . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 43  Acknowledgments . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 47  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  Dear Chicagoans:  The Logan Square Open Space Plan provides a blueprint for increasing the amount and improving  the  quality  of  open  space  in  the  Logan  Square  community  on  Chicago’s Northwest Side. Encompassing more than 3.5 square miles, the community is one of 77 community areas in the city and includes the neighborhoods of Logan Square, Palmer Square and Bucktown.  As one of Chicago’s most densely developed areas, Logan Square has the least amount of open space per capita of any Chicago community area except South Lawndale. The majority of its open space is along wide, tree-lined boulevards bordered by grand homes and  apartment  buildings,  many  dating  to  the  early  decades  of  the  20th  century.  Tightly  spaced  working-class homes of similar vintage fill other residential blocks, while the area’s commercial corridors are lined with shops, banks and small businesses. Acreage for traditional open spaces, such as parks and ball fields, is well below mini- mum standards.  To improve the quantity and quality of open space in the community, the Logan Square Open Space Plan identi- fies several opportunities, including the development of a recreational trail along an abandoned rail line, creative use of open space near the Kennedy Expressway, and improvements that restore the historic integrity and usabil- ity of both Logan and Palmer squares.  The plan was created through the close collaboration of community residents and businesses with the City of Chicago’s Department of Planning and Development (DPD), the Chicago Park District (CPD) and the Chicago Department of Transportation (CDOT). When implemented, over fifteen acres of new open space prescribed by the plan, in addition to facility enhancements at existing locations, will provide residents with increased recre- ational opportunities and also improve the aesthetics of the Logan Square community.  Sincerely,  Richard M. Daley Mayor  1  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  History of the Logan Square Community Area  Early Settlement Logan Square’s first settlers took advantage of vast open spaces that characterized the Chicago region in the early 19th century. The first, Martin Nelson Kimbell, arrived in 1836 and established a 160-acre farm in the area bounded today by Fullerton, Diversey, Hamlin and Kimball avenues. In 1843, Justin Butterfield established an 80-acre farm in the area bounded today by Kedzie, Diversey and Milwaukee avenues. A wagon trail through the Kimbell property served as the initial catalyst for development. In 1848, the Northwest Plank Road Company surfaced the trail with three-inch thick boards, providing a direct link to both downtown Chicago and the city of Milwaukee, for which the road was eventu- ally named. Small businesses sprang up along the route and led to Logan Square’s first major growth spurt.   Portions of Logan Square were annexed into Jefferson Township in 1850 and the city of Chicago in 1863. The remain- der of the community was annexed by the city between 1887 and 1889. Water and sewer systems appeared soon after, along with more paved streets.  Rail and Streetcar Development The creation of the plank road on Milwaukee was the first in what would become a trend for Logan Square: Each new piece of transportation infrastructure precipitated change. By 1870, a Chicago, Milwaukee & St. Paul Railroad station near  Diversey  and  Rockwell  provided  direct  rail  connections  to  downtown  Chicago  and  Milwaukee.  In  1872,  the Chicago & Pacific Railroad started work on a grade-level freight and commuter line along what is today Bloomingdale Avenue. The line served numerous businesses, including coal and lumberyards, blacksmiths and tanneries, and provid- ed passenger boarding stations at Kimball and California avenues. By 1915, the line was raised above grade for safety and access purposes. Mostly inactive since the year 2000, the line forms the southern border of the Logan Square com- munity.  The establishment of electric cable cars on Milwaukee and the construction of an elevated rail line in 1895 further con- tributed to several decades of booming real estate growth associated with transportation improvements. A local period- ical reported the considerable interest in the community by thousands of potential residents because of Logan Square’s “most central position in the system.” Additional rail expansion continued through much of the century, including sta- tions for regional commuters at Armitage and Ashland avenues, and at Fullerton Avenue and Pulaski Road, before cul- minating in the late 1960s with the construction of a below-grade rapid transit station at Logan and Kedzie boulevards. It was designed by the late Myron Goldsmith of Skidmore, Owings and Merrill.  Boulevards Logan Square possesses 2.5 miles of the city’s 26-mile boulevard system. Entered in the National Register of Historic Places in 1985, the system includes the community’s Humboldt, Kedzie, and Logan boulevards, as well as the formal Palmer Square and Logan Square, which serve as system focal points.    Lined with mostly high-end residential development, the boulevards represent 19th century planning initiatives to sep- arate work from play and businesses from residences. They were designed as pleasure drives linking regional parks, which created an impressive, leisurely landscape that complimented adjacent, majestic residences. Unlike other portions of the citywide boulevard system, Logan Square’s boulevards included multi-unit buildings designed in similar architectur- al styles as neighboring mansions. While the boulevards were residential in character, several churches and ornate com- mercial structures in Logan Square added to their civic and religious monumentality.    In the 1890s, the boulevards were improved with a classic, European form proposed by Fredrick Law Olmstead: a cen- tral carriage drive separated from side drives for delivery carts. In sharp contrast to the rest of the city where unimproved  3  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  dirt roads were common, the boulevards provided carriage owners with a smooth and comfortable ride on compacted stone amid landscaped medians and formal lines of trees. The boulevards were also designed to accommodate public art, such as the Illinois Centennial Column commemorating the state’s 100th anniversary, at Logan and Kedzie boulevards.   In 1927, the boulevards were improved again with expanded grounds, landscaping, parking and, around Logan Square, electric  lighting.  Other  improvements  included  asphalt  paving,  widened  intersections,  viaduct  improvements  at Bloomingdale, and the extension of Kedzie Boulevard.  Social and Cultural Changes Following advances in transportation and infrastructure, the first two decades of the 20th century saw an explosion of growth in Logan Square. Norwegians, Swedes, Danes, Germans, Irish, English and Russians began to settle. When the community  population  peaked  at  more  than  100,000  people  in  the  1930s,  Poles  were  the  dominant  ethnicity  and remained so until the 1960s, when a significant Puerto Rican population moved in, along with immigrants from Cuba, Mexico and other Spanish-speaking countries.    Expressway, Decline and Rejuvenation The community’s population began to wane in the 1950s as many city residents, reflecting national, post-war trends, moved to the suburbs. Other Logan Square residents were displaced by the construction of the Kennedy Expressway (I- 90/94).  Unlike  the  other  elements  of  transportation  infrastructure  that  precipitated  growth  spurts,  the  expressway, though beneficial for many local industries, disturbed the residential fabric of the community and contributed to pop- ulation losses. “For rent” signs multiplied in shop windows along Fullerton and Milwaukee, and many buildings began to deteriorate due to lack of investment and use.  Population Data Source: Census 2000  In 1963, the Logan Square Neighborhood Association was formed with the goal of improving existing housing and developing a cohesive community spirit. By the mid-1970s, signs of rejuvenation began to occur as high gasoline prices and the increasing cost of nearby, suburban housing helped stem the exodus. By the late 1980s, real estate investors were rehabilitating the community’s vintage housing stock, especially for new residents attracted to the area’s historic char- acter and transportation amenities. The trend continued into the 1990s. More recently, new homeowners took advan- tage of low interest rates and the area’s proximity to downtown to invest in the community. As of 2000, Logan Square’s population was growing again, albeit slightly, with a population of 82,715.   Today, the community is a vibrant mix of young and old residents and new and established businesses, all coexisting in a historic, urban environment that’s poised for the future. The Logan Square Open Space Plan aims to continue that trend by providing residents, workers and visitors with more open space.  4  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  Previous Open Space Planning for Logan Square  Fig. 2 From A Greater West Park System  Fig. 3 From Life Along the Boulevards  Logan Square  Location  Other  than  the  boulevard  system,  few  plans  were  ever implemented  to  provide  for  Logan  Square’s  open  space needs.   In  1919,  landscape  architect  Jens  Jensen  published  A Greater  West  Park  System,  a  plan  (Fig.  2)  that  prescribed parkland along the Chicago River on the community’s east- ern  edge.  The  demand  for  industrial  space,  however, eclipsed  the  concept  and  the  area  evolved  instead  as  an industrial corridor.   The  1989  City  of  Chicago  plan  Life  Along  the  Boulevards (Fig.  3)  helped  increase  awareness  of  the  boulevards  as  a  system and highlighted Logan and Palmer squares as impor- tant  elements  of  that  system.    The  plan  detailed  historic landscape  treatments  used  along  Humboldt,  Kedzie  and Logan boulevards and proposed sympathetic updates to the landscape  plantings.    Authors  of  the  plan  noted  that  the boulevards  are  used  for  a  variety  of  recreational  uses,  but that  the  “mix  of  these  activities  is  often  far  from  ideal.” Recognizing  the  boulevards  as  a  valuable  recreational resource  for  the  city,  the  authors  recommended  that  the City  of  Chicago  and  the  Chicago  Park  District  “jointly explore the feasibility of transferring the boulevards back to the Park District.”  5  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  In 1990, the Chicago Park District Land Policies Plan pinpointed 110 city blocks within Logan Square that were under- served by open space and highlighted the limited opportunities for park expansions.  The recommendations made for expanding Unity Park were pursued.  In addition, recommendations were made for improving existing parks and part- nering with schools to better use asphalt school grounds as a way to help compensate for the lack of space.    In 1993, the Chicago Park District acknowledged again the lack of new opportunities for park development but iden- tified a few small parcels that were available, as well as recommending an operating agreement with Logan Square’s Brentano Elementary School.  The parcels were too small for park sites and the one undeveloped small parcel owned by the Park District has become Neighbor’s Garden Park, a park maintained by nearby residents.  In  1998,  the  intergovernmental  CitySpace plan  assessed  the  public  open  space  inventories  of  every  Chicago  community and established a minimum acceptable standard of two acres of open space per 1,000 residents. Using 1990  census data, the plan’s analysis of Logan Square indicated .6 acres for every 1,000 residents. An updated analysis using 2000 census and parkland figures indicated slight improvement, but  Logan Square still needs 99 acres of public open space  to  meet  the  city’s  minimum  standards.  The  poor  ratio  escalated  the  City  of  Chicago’s  and  the  Chicago  Park District’s effort to find creative ways to address the shortage.  6  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  Fig .5  Fig. 6  8  L o g a n   S q u a r e   O p e n   S p a c e   P l a n  Guiding Goals and Planning Process  Due to the resistance of public agencies and residents to acquiring and demolishing residential buildings to create more open space, the Logan Square Open Space Plan only considers existing vacant land for conversion to public open space. The primary goals of the plan are to:  1) Increase the amount of public open space with parks, plazas, gateways, greenways and other outdoor areas. 2) Improve the quality of existing open space and add more opportunities for active recreation. 3) Investigate recreational and open space opportunities along the unused Bloomingdale rail line. 4) Work with the community when buildings or tracts of land go on the market in areas not served by open space to  assess the feasibility of these sites for open space.  The planning process started in October 2002 and proceeded through the following phases: Step 1. Research and Outreach DPD  staff  gathered  census  data  and  analyzed  it  for  demographics,  density,  and  age  distribution  throughout  the  community (Fig. 7 & 8). Patterns of commercial and industrial development were studied and inventoried (Fig. 9), especially vacant property along Milwaukee, Fullerton, and Armitage avenues that could potentially be acquired by public agencies and converted to public use. Fig. 7  Fig. 8  9  
24128`https://www.cityofchicago.org/content/dam/city/depts/zlup/Administrative_Reviews_and_Approvals/Agendas/ZBA_April_2012_Agenda_Votes.pdf`Success`Failed`11`10`Not a fillable PDF.`
16758`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/16reports/T_034_NorthBranchSouthAR16.pdf`Success`Failed`40`10`Fillable Check: Failed`
9585`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_118_LegendsSouthCDC.pdf`Success`Success`46`10`Not a fillable PDF.`"Negotiated Sale- Residential3-12   Department of Housing and Economic Development   City of Chicago   STAFF REPORT   TO THE   COMMUNITY DEVELOPMENT COMMISSION   REGARDING   A PROPOSED NEGOTIATED SALE OF CITY-OWNED PROPERTY   AND DESIGNATION OF DEVELOPER   AUGUST 13,2013   I. PROJECT IDENTIFICATION AND OVERVIEW   Project Name:   Legends South C-3   Applicant Name:   Legends C-3, LLC   Project Address:   4822 S. Calumet Avenue, 4820 S.  Calumet Avenue, 4730  S. Calumet Avenue, 4728  S.  Calumet Avenue, 4726 S.  Calumet Avenue, 4720 S.  Calumet Avenue, 4718 S.  Calumet Avenue, 4716 S.  Calumet Avenue, 4328 S.  Prairie  Avenue, 4335 S.  Michigan Avenue, 4325 S.  Michigan  Avenue, 109 E.  43rd Street, 119 E.  43rd Street, 4312 S.  Michigan Avenue   Ward and Alderman:   rd 3  , Dowell   Community Area:   Grand Boulevard (38)   Redevelopment Project Area:   47th and King Drive TIF district redevelopment area   Requested Action:   Proposed Project:   Negotiated sale of vacant City land and designation of  Developer.   The project will provide 71  housing units of which 53  units  or 7 5% will be affordable rental for households earning no  more than 60 percent of the area median income.   Appraised Market Value:   $572,000 ($6.46 per square foot)   Sale Price:   $1   Negotiated Sale- Residential3-12   Acquisition Assistance:   $ 571,999   TIF Assistance:   $3,030,091   II. PROPERTY DESCRIPTION  Address:   109 E.  43rd Street  119 E.  43rd Street  4312 S.  Michigan Avenue  4325  S.  Michigan Avenue  4335  S.  Michigan Avenue  4328  S.  Prairie Avenue  4716 S. Calumet Avenue  4718  S. Calumet Avenue  4720 S. Calumet Avenue  4726 S. Calumet Avenue  4728 S. Calumet Avenue  4730 S. Calumet Avenue  4820 S.  Calumet Avenue  4822 S.  Calumet Avenue   Location:   43'd (N)- 48th  (S)  Street/Michigan (W)-Calumet(E)   Tax Parcel Numbers:   Land Area:   Current Use:   20-03-302-028-0000  20-03-302-010-0000  20-03-301-014-0000  20-03-302-004-0000  20-03-302-006-0000  20-03-303-021-0000  20-10-1 04-019-0000  20-1 0-1 04-020-0000  20-10-1 04-021-0000  20-10-104-024-0000  20-10-104-025-0000  20-10-1 04-026-0000  20-10-110-021-0000  20-10-11 0-022-0000   88,580  sf   Vacant   Current Zoning:   RM5, Residential Multi-Unit District.   Negotiated Sale- Residential3-12   Environmental Condition:   Inventory Profile:   III. BACKGROUND   A Phase I report has been submitted to DOE for an  assessment.  Based on the conclusions of that report the  City may also require submission of a Phase II analysis.  The land will be sold as-is, with no warranties or  representations as to its environmental condition, and it will  be the responsibility of the applicant to complete any  remediation that may be required by the City or the Illinois  EPA.  The redevelopment agreement with the selected  respondent will include release and indemnification  language protecting the City from  liability.   The subject parcels were acquired by the City through  various processes including TRP, demo lien, judicial deed;  some parcels were acquired as early as 1979.   Brinshore-Michaels (BMT -1, LLC) was selected by CHA as  the Master Developer of the Robert  Taylor Homes in February 2001, and has been engaged to plan and implement the Taylor  redevelopment.  The Robert Taylor development received $35MM in HOPE VI funding from  HUD in 2001  to fund the redevelopment of the former Robert Taylor site.  The proposed  development is designed to complement and reinforce the first two offsite phases of  development, the II 0-unit Mahalia Place (Robert Taylor Phase C-1 ), which was completed in  2005, and the 118-unit Coleman Place (Robert Taylor Phase C-2), which was completed in 2009.  The proposed project is also designed to  complement the first two phases of on-site development,  the Hansberry Square (Robert Taylor Phase A-1) which was completed in 2007, and Savoy  Square (Robert Taylor Phase A-2) which was completed in 2010. Redeveloping mixed income  units both on and off site is the means by which the physical isolation of public housing residents  will be ended, and the stigma of an address west of State Street will be erased.  By building high  quality new construction rental housing on both sides of State Street, the old Robert Taylor site  will be merged seamlessly into the revitalizing Grand Boulevard community.   IV. PROPOSED DEVELOPMENT TEAM   Development Entity: The proposed project is being developed by a joint venture ofBrinshore  Development, LLC and The Michaels Development Company. In addition to all previous phases  of development at Legends South, Brinshore-Michaels has successfully undertaken the  redevelopment efforts at two other CHA public housing redevelopment sites- Henry Horner  Homes (now called Westhaven Park) and Ogden-North (now called Park Douglas). In all,  Brinshore-Michaels has completed the development of 1,234 mixed-income rental units in the  City of Chicago.   Negotiated Sale- Residentia13-I2   The new development will be owned by Legends C-3, LLC, a single-purpose entity. Legends C-3,  LLC is made up of a General Partner called Legends C-3  Manager, LLC that holds a .01% interest  and a Limited Partner that holds a 99.99% interest. The developer's organization chart is included in  the exhibits.   Consultants:  Landon  Bone  Baker  Architects  and  Johnson  &  Lee  are  the  architects  for  the  development  and  the  general  contractor  is  Powers  &  Sons  Construction.  Interstate  Realty  Management (IRM) will serve as the property manager for the development.   V. PROPOSED PROJECT   Project Overview:  The Legends South C-3  rental redevelopment consists of seventy-one (71)  new construction, mixed income rental units built on land currently owned by the City of  Chicago, which will be conveyed upon closing. These units are an important step toward  achieving the Chicago Housing Authority's historic Plan for Transformation.  The project will  provide 30 units of replacement public housing subject to Low Income Housing Tax Credit  (LIHTC) restrictions, as well as 23  affordable tax credit units also subject to LIHTC restrictions  and 18 unrestricted market rate units. The development is located in the 3rd Ward, which is  represented by Alderman Pat Dowell, and is a part of the 47th/King TIF district.   A site plan, floor plans and elevation are provided as  exhibits to this report.   Negotiated Sale· Residentia13-12   Unit Profile   Residential Unit Profile:  The following table provides a detailed description of the proposed  project.  The subject property will provide a total of71 rental units of which 53  units or 75% will  be affordable for households eaming no more than 60 percent of the area median income.  These  units will satisfY the Chicago affordable housing ordinance, which requires 10 percent of the total  units to be affordable in projects developed on land sold by the City or 20 percent in projects  receiving TIF assistance.   Rental Unit Profile   I bedroom   2 bedroom  3 bedroom  I bedroom  2 bedroom  3 bedroom  2 bedroom  I bedroom   2 bedroom   3 bedroom   I bedroom  I bedroom  2 bedroom  2 bedroom  3 bedroom  3 bedroom  4 bedroom  4 bedroom   6   8  4  I  I  I  I  6   7   6  4  4  6  4  4  5  1  2   Market   Market  Market   30% AMI Tax Credit  30% AMI Tax Credit  30% AMI Tax Credit  50% AMI Tax Credit  60% AMI Tax Credit   60% AMI Tax Credit   60% AMI Tax Credit   CHA Public Housing 30%  CHA Public Housing 50%  CHA Public Housing 30%  CHA Public Housing 50%  CHA Public Housing 30%  CHA Public Housing 50%  CHA Public Housing 30%  CHA Public Housing 50%   800   I, 115  1,350  800  1,115  1,350  I ,115  800   I ,115   1,350   800  800  1,115  1,115  1,350  1,350  1,700  1,700   $925   $1,150  $1,350  $305  $370  $425  $691  $710   $852   $983   $400  $400  $400  $400  $400  $400  $400  $400   $5,550   4928   $9,200  $5,400  $305  $370  $425  $691   $5,964   $5,898   $3,200  $3,200  $2,400  $1,600  $1,600  $2,000  $400  $800   $1,110  $1,395  $322  $389  $447  $726  $736   $867   $1,027  NA  NA  NA  NA  NA  NA  NA  NA   The affordable rent paid by the tenant is based on the tenant's income and not on market  com parables.  The maximum rent for each defined ""affordable"" income level is published  annually by the US Department of Housing and Economic Development and listed according to   "
20475`https://www.cityofchicago.org/content/dam/city/depts/zlup/Historic_Preservation/Publications/2015_CLG_Report_and_Awards.pdf`Success`Failed`200`10`Not a fillable PDF.`
5590`https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2007Emergencies/September/09262007Demolition11540StewartAve.pdf`Success`Success`5`5`Not a fillable PDF.`
16540`https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/15reports/T_011_AddisonNorthAR15.pdf`Success`Failed`36`10`Fillable Check: Failed`
24385`https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Not-Required/JRhee-082913NR.pdf`Success`Success`2`2`Not a fillable PDF.`
10320`https://www.cityofchicago.org/content/dam/city/depts/ethics/general/AO_OutsideEmployment/88129.A.pdf`Success`Success`3`3`Not a fillable PDF.`
5320`https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2006JOC/2006_OctoberJOC/9534_27.pdf`Success`Success`5`5`Not a fillable PDF.`
20550`https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/HCUpdateJune2015.pdf`Success`Failed`4`4`Not a fillable PDF.`
